Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,1,1,24,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
5,1,1,30,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-8
6,1,1,36,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-8
7,1,2,41,6,TURNING_RIGHT,false,0,3,0,0,0,,,0,0,-8
8,1,2,47,6,ACCELERATING,false,0,3,0,0,0,,,1,0,-4
9,1,2,53,6,ACCELERATING,false,0,3,0,0,0,,,1,1,0
10,1,3,58,3,HIT_MUD,false,0,4,0,0,0,,,1,1,-3
11,1,3,61,3,ACCELERATING,false,0,4,0,0,0,,,1,1,-3
12,1,3,64,3,ACCELERATING,false,0,4,0,0,0,,,1,1,-3
13,1,3,67,3,ACCELERATING,false,0,4,0,0,0,,,1,1,-3
14,1,3,70,0,HIT_MUD,false,0,5,0,0,0,,,1,1,-6
15,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
16,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
17,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
18,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
19,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
20,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
21,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
22,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
23,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
24,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
25,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
26,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
27,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
28,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
29,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
30,1,3,70,0,ACCELERATING,false,0,5,0,0,0,,,1,1,-6
